iter	Logloss
650	0.1333687104
651	0.1332943549
652	0.1332615786
653	0.1331012907
654	0.1330193984
655	0.1328614779
656	0.1327548864
657	0.132636316
658	0.1326160158
659	0.1324788158
660	0.1323741143
661	0.1322988177
662	0.1322461091
663	0.1321816244
664	0.1321108668
665	0.1319636838
666	0.1318769912
667	0.1317917368
668	0.1317824407
669	0.1316642996
670	0.131591373
671	0.1315728145
672	0.1314461903
673	0.1313535429
674	0.1312569016
675	0.1311578227
676	0.1310743093
677	0.1309882574
678	0.1309399753
679	0.1308731452
680	0.1307951386
681	0.1306917901
682	0.130513133
683	0.1303992028
684	0.1302737365
685	0.1301534061
686	0.1300412866
687	0.1299234107
688	0.1298166054
689	0.1296449437
690	0.129599015
691	0.1295254714
692	0.1294733207
693	0.1294112357
694	0.1293002832
695	0.129189848
696	0.1290170705
697	0.1288209993
698	0.1287758796
699	0.1286333538
700	0.128473968
701	0.1283485843
702	0.1282468871
703	0.1281639328
704	0.1280837809
705	0.1280403145
706	0.1278779019
707	0.1278220846
708	0.1277528172
709	0.1276583667
710	0.1275289003
711	0.1274291836
712	0.1273120249
713	0.1272338484
714	0.127215296
715	0.1271015021
716	0.1270133714
717	0.1269357279
718	0.1268751362
719	0.1267116383
720	0.1266755855
721	0.1266118157
722	0.1265123224
723	0.1264862899
724	0.1264253575
725	0.1263545931
726	0.1263200235
727	0.1262291307
728	0.126126343
729	0.1259933828
730	0.1259283762
731	0.1258620807
732	0.1257364909
733	0.1255800433
734	0.1254368755
735	0.1253810732
736	0.1253241374
737	0.1252931597
738	0.1251658564
739	0.1251186004
740	0.1250297758
741	0.1249373736
742	0.1247759025
743	0.1246959876
744	0.1245868042
745	0.1245438396
746	0.1244365201
747	0.1243470208
748	0.1241922553
749	0.1241219642
750	0.1240400488
751	0.123980298
752	0.1239528501
753	0.1239301048
754	0.1238690966
755	0.123831915
756	0.1237778453
757	0.1236171495
758	0.1234548783
759	0.1233640296
760	0.1232694272
761	0.1231929057
762	0.1230530922
763	0.1229867726
764	0.1228586316
765	0.1228002052
766	0.1226942118
767	0.122493188
768	0.1223606421
769	0.1222860733
770	0.1222067259
771	0.1221284035
772	0.1220838532
773	0.1220286314
774	0.121962685
775	0.1219039426
776	0.1218200427
777	0.1217330716
778	0.1216554145
779	0.121534058
780	0.1214769205
781	0.1213588702
782	0.1212903767
783	0.1211906966
784	0.1211074542
785	0.1210128312
786	0.1209279133
787	0.1208032606
788	0.1206965732
789	0.120656597
790	0.12056331
791	0.1204930911
792	0.1203458857
793	0.1202839827
794	0.1202064524
795	0.1201414251
796	0.1200831196
797	0.1200767252
798	0.1199719179
799	0.1198788538
800	0.1197598958
801	0.1197009558
802	0.1196442262
803	0.1195778582
804	0.1193631991
805	0.119270652
806	0.1191238394
807	0.1190650538
808	0.1190306411
809	0.11896823
810	0.1189152784
811	0.1188759109
812	0.1188284991
813	0.1187407802
814	0.118650518
815	0.1185256758
816	0.118475446
817	0.1183683684
818	0.1182601608
819	0.1181638341
820	0.1180600547
821	0.1179985437
822	0.1178770599
823	0.1177703542
824	0.1176760239
825	0.1175721997
826	0.1174971339
827	0.1173475215
828	0.1172979984
829	0.1172522712
830	0.1171757162
831	0.1170903066
832	0.1170857845
833	0.1170095025
834	0.1169288643
835	0.1168116034
836	0.1167458403
837	0.1166951998
838	0.1165751476
839	0.1165595467
840	0.1164924672
841	0.1164234081
842	0.1163552732
843	0.1162875257
844	0.116214476
845	0.1161398567
846	0.1160562824
847	0.1160366002
848	0.1160302947
849	0.1159313354
850	0.1158513391
851	0.1158234677
852	0.1157499256
853	0.1156500675
854	0.115561647
855	0.1154924874
856	0.1154539945
857	0.1154188301
858	0.1153401484
859	0.1152708081
860	0.1152209652
861	0.1151435888
862	0.115125014
863	0.1149713105
864	0.1148985327
865	0.1148365571
866	0.1146837086
867	0.1146248667
868	0.1146207714
869	0.1145027774
870	0.1144087575
871	0.114338406
872	0.114269312
873	0.1142179607
874	0.1142141641
875	0.1140872814
876	0.1140152549
877	0.1139665623
878	0.1138431286
879	0.1137858122
880	0.1136952359
881	0.1136092062
882	0.1135269301
883	0.1134544292
884	0.113405853
885	0.1133763876
886	0.1132823093
887	0.113165571
888	0.1131233123
889	0.11300689
890	0.1129364597
891	0.1128482354
892	0.1127660297
893	0.1127247248
894	0.1125585794
895	0.1125132579
896	0.1124540674
897	0.1123723189
898	0.1123183624
899	0.112155714
900	0.1120691698
901	0.112005145
902	0.1119538528
903	0.1119086588
904	0.1118249606
905	0.1117568137
906	0.111680682
907	0.1116303157
908	0.1115522921
909	0.1114442365
910	0.111385269
911	0.1113309038
912	0.1112614377
913	0.111203871
914	0.1111485449
915	0.1110558666
916	0.1110164649
917	0.1109766056
918	0.1109491396
919	0.1109043324
920	0.1108137568
921	0.1108095385
922	0.1107222814
923	0.1107060887
924	0.1106731429
925	0.1106136731
926	0.110537232
927	0.1104873921
928	0.1104064843
929	0.1103800212
930	0.1103379511
931	0.1102926896
932	0.110195007
933	0.1101637071
934	0.1101191045
935	0.1100754857
936	0.1100264713
937	0.1100231848
938	0.1099618101
939	0.1099146609
940	0.1098952842
941	0.1097946195
942	0.1097319031
943	0.1096628682
944	0.1096243176
945	0.1095765853
946	0.109527206
947	0.1094688602
948	0.1093873277
949	0.1093173142
950	0.1092507175
951	0.1091245122
952	0.1090510414
953	0.1089359658
954	0.1088445842
955	0.1088121702
956	0.1087743455
957	0.108692214
958	0.1085710917
959	0.1085147144
960	0.1084443061
961	0.1084302681
962	0.108362523
963	0.1082982221
964	0.1082643964
965	0.1082066127
966	0.1081692181
967	0.1081051612
968	0.1080172185
969	0.1079590878
970	0.1078845094
971	0.1078412382
972	0.1077677421
973	0.1076913352
974	0.1075435761
975	0.1074653986
976	0.1074039041
977	0.1073182039
978	0.1072702048
979	0.1072063172
980	0.1071493331
981	0.1070601613
982	0.1069878836
983	0.1068953374
984	0.1068095091
985	0.1067808234
986	0.1067321366
987	0.10668423
988	0.1066585688
989	0.1065596697
990	0.1065026831
991	0.1064704833
992	0.1063829769
993	0.1063575908
994	0.1063122058
995	0.106191343
996	0.1061236915
997	0.1060068572
998	0.1058836424
999	0.1057222969
